epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.8763609528541565,0.0010000000474974513,0.1448037028312683,0.9273663759231567,0.4131510853767395
1,0.9571938514709473,0.0010000000474974513,0.04549727216362953,0.9685320258140564,0.11620218306779861
2,0.9620705246925354,0.0010000000474974513,0.03732507303357124,0.9713201522827148,0.0960153266787529
3,0.9652037024497986,0.0010000000474974513,0.033395010977983475,0.9706252217292786,0.10509103536605835
4,0.9667465686798096,0.0010000000474974513,0.030108241364359856,0.972987949848175,0.08357156068086624
